Number,Date,Distance,Average Speed,Vertical,Profile score,Stage type,Year,Race 
17,20 July 1992,198,41.83,2662,161,2,1992,tour-de-france
18,21 July 1992,212,36.11,3500,285,3,1992,tour-de-france
19,22 July 1992,189,41.25,2500,108,2,1992,tour-de-france
20,23 July 1992,212,41.4,1610,35,2,1992,tour-de-france
21,24 July 1992,64,52.35,624,24,2,1992,tour-de-france
22,25 July 1992,222,36.63,1489,30,2,1992,tour-de-france
23,26 July 1992,0,38.7553,,,0,1992,tour-de-france
1,03 July 1993,6.8,49.76,110,18,1,1993,tour-de-france
2,04 July 1993,215,44.11,1859,25,1,1993,tour-de-france
3,05 July 1993,227.5,40.01,1349,17,1,1993,tour-de-france
4,06 July 1993,189.5,40.34,2317,50,1,1993,tour-de-france
5,07 July 1993,81,51.611,772,27,1,1993,tour-de-france
6,08 July 1993,225.5,43.37,2350,52,1,1993,tour-de-france
7,09 July 1993,158,49.42,1533,21,1,1993,tour-de-france
8,10 July 1993,199,44.52,2203,47,1,1993,tour-de-france
9,11 July 1993,184.5,42.19,1843,58,1,1993,tour-de-france
10,12 July 1993,59,48.6,649,37,1,1993,tour-de-france
11,-1,-1,-1,-1,-1,-1,1993,tour-de-france
12,14 July 1993,203,37.04,5500,435,4,1993,tour-de-france
13,15 July 1993,179,31.491,5339,361,5,1993,tour-de-france
14,16 July 1993,286,38.16,3500,279,2,1993,tour-de-france
15,17 July 1993,181.5,43.02,1289,20,1,1993,tour-de-france
16,18 July 1993,223,40.69,1500,64,1,1993,tour-de-france
17,19 July 1993,231.5,31.55,6000,561,5,1993,tour-de-france
18,-1,-1,-1,-1,-1,-1,1993,tour-de-france
19,21 July 1993,230,31.29,5500,585,5,1993,tour-de-france
20,22 July 1993,189.5,37.31,4000,223,4,1993,tour-de-france
21,23 July 1993,199.5,38.73,1215,20,1,1993,tour-de-france
22,24 July 1993,48,50.5,608,34,1,1993,tour-de-france
23,25 July 1993,0,38.6989,,,0,1993,tour-de-france
1,02 July 1994,7.2,55.27,78,2,1,1994,tour-de-france
2,03 July 1994,234,40.55,1782,15,1,1994,tour-de-france
3,04 July 1994,203.5,39.95,1948,59,1,1994,tour-de-france
4,05 July 1994,66.5,49.555,772,44,1,1994,tour-de-france
5,06 July 1994,204.5,39.22,2693,110,1,1994,tour-de-france
6,07 July 1994,187,44.73,2223,62,1,1994,tour-de-france
7,08 July 1994,270.5,38.76,2769,50,1,1994,tour-de-france
8,09 July 1994,259.5,43.63,1993,36,1,1994,tour-de-france
9,10 July 1994,218.5,42.37,2702,87,1,1994,tour-de-france
10,11 July 1994,64,50.55,829,37,1,1994,tour-de-france
11,12 July 1994,160.5,44.14,2000,96,1,1994,tour-de-france
12,13 July 1994,263.5,37.817,3500,315,5,1994,tour-de-france
13,-1,-1,-1,-1,-1,-1,1994,tour-de-france
14,15 July 1994,204.5,33.29,5500,618,5,1994,tour-de-france
15,16 July 1994,223,42.5,1848,56,1,1994,tour-de-france
16,17 July 1994,202,38.963,2500,113,2,1994,tour-de-france
17,18 July 1994,231,35.36,3876,221,4,1994,tour-de-france
18,19 July 1994,224.5,36.73,5000,523,5,1994,tour-de-france
19,20 July 1994,149,28.48,5500,599,5,1994,tour-de-france
20,21 July 1994,174.5,35.817,4500,410,4,1994,tour-de-france
21,22 July 1994,47.5,34.344,2386,328,5,1994,tour-de-france
22,23 July 1994,208.5,35.68,2500,149,2,1994,tour-de-france
23,24 July 1994,0,38.3882,,,0,1994,tour-de-france
1,01 July 1995,7.3,48.667,280,32,1,1995,tour-de-france
2,02 July 1995,228,39.164,2500,83,1,1995,tour-de-france
3,03 July 1995,241,44.277,2723,51,1,1995,tour-de-france
4,04 July 1995,64,52.483,729,19,1,1995,tour-de-france
5,05 July 1995,154,41.927,1845,68,1,1995,tour-de-france
6,06 July 1995,264,45.03,2194,35,1,1995,tour-de-france
7,07 July 1995,191,42.296,1310,38,1,1995,tour-de-france
8,08 July 1995,200,41.633,3572,146,2,1995,tour-de-france
9,09 July 1995,54,50.41,937,62,3,1995,tour-de-france
10,-1,-1,-1,-1,-1,-1,1995,tour-de-france
11,11 July 1995,166,35.407,5000,561,5,1995,tour-de-france
12,12 July 1995,159,30.457,5500,611,5,1995,tour-de-france
13,13 July 1995,198,41.942,2500,227,2,1995,tour-de-france
14,14 July 1995,223,41.933,4000,225,5,1995,tour-de-france
15,15 July 1995,223,38.147,3500,151,2,1995,tour-de-france
16,16 July 1995,159,35.447,3500,427,5,1995,tour-de-france
17,-1,-1,-1,-1,-1,-1,1995,tour-de-france
18,18 July 1995,207,32.616,6000,606,5,1995,tour-de-france
19,19 July 1995,229,,5000,294,4,1995,tour-de-france
20,20 July 1995,210,32.32,2237,53,1,1995,tour-de-france
21,21 July 1995,154,40.547,2476,76,1,1995,tour-de-france
22,22 July 1995,46,47.944,1097,118,1,1995,tour-de-france
23,23 July 1995,0,41.5385,,,0,1995,tour-de-france
1,29 June 1996,9.4,51.822,84,4,1,1996,tour-de-france
2,30 June 1996,209,41.8,1139,9,1,1996,tour-de-france
3,01 July 1996,247.5,38.14,1382,19,1,1996,tour-de-france
4,02 July 1996,195,35.52,1512,24,1,1996,tour-de-france
5,03 July 1996,232,40.48,2325,49,1,1996,tour-de-france
6,04 July 1996,242,34.914,2518,71,1,1996,tour-de-france
7,05 July 1996,207,40.64,1182,16,2,1996,tour-de-france
8,06 July 1996,199,34.37,5000,590,5,1996,tour-de-france
9,07 July 1996,30.5,35.271,1556,247,5,1996,tour-de-france
10,08 July 1996,46,39.02,4750,498,5,1996,tour-de-france
11,09 July 1996,208.5,40.59,3000,171,2,1996,tour-de-france
12,-1,-1,-1,-1,-1,-1,1996,tour-de-france
13,11 July 1996,202,39.2,3000,191,2,1996,tour-de-france
14,12 July 1996,143.5,26.15,3000,216,2,1996,tour-de-france
15,13 July 1996,177,43.536,3000,258,3,1996,tour-de-france
16,14 July 1996,186.5,45.399,3000,184,3,1996,tour-de-france
17,15 July 1996,176,44.962,2629,91,1,1996,tour-de-france
18,16 July 1996,199,40.302,3541,312,5,1996,tour-de-france
19,17 July 1996,262,36.803,6000,365,4,1996,tour-de-france
20,18 July 1996,154.5,36.927,3000,235,2,1996,tour-de-france
21,19 July 1996,226.5,41.792,1754,25,1,1996,tour-de-france
22,20 July 1996,63.5,50.452,640,24,1,1996,tour-de-france
23,21 July 1996,0,38.425,,,0,1996,tour-de-france
1,05 July 1997,7.3,52.56,128,14,1,1997,tour-de-france
2,06 July 1997,192,41.15,2080,48,1,1997,tour-de-france
3,07 July 1997,262,40.54,2808,59,1,1997,tour-de-france
4,08 July 1997,224,45.63,2568,72,3,1997,tour-de-france
5,09 July 1997,223,38.59,1809,34,1,1997,tour-de-france
6,10 July 1997,261.3,41.62,2212,38,1,1997,tour-de-france
7,11 July 1997,217.5,36.44,1443,17,1,1997,tour-de-france
8,12 July 1997,194,46.33,1616,35,1,1997,tour-de-france
9,13 July 1997,161.5,47.8,1346,52,1,1997,tour-de-france
10,14 July 1997,182,33.61,5000,442,4,1997,tour-de-france
11,15 July 1997,252.5,32.5,6000,587,5,1997,tour-de-france
12,16 July 1997,192,37.76,3000,171,2,1997,tour-de-france
13,-1,-1,-1,-1,-1,-1,1997,tour-de-france
14,18 July 1997,55,43.19,1380,145,2,1997,tour-de-france
15,19 July 1997,203.5,40.34,3500,341,5,1997,tour-de-france
16,20 July 1997,148,32.38,5000,619,5,1997,tour-de-france
17,21 July 1997,208.5,35.02,5000,455,4,1997,tour-de-france
18,22 July 1997,181,40.19,3500,259,2,1997,tour-de-france
19,23 July 1997,218.5,44.5,15,0,1,1997,tour-de-france
20,24 July 1997,175.5,39.77,3500,213,2,1997,tour-de-france
21,25 July 1997,172,42.42,1776,36,1,1997,tour-de-france
22,26 July 1997,63,49.77,541,21,1,1997,tour-de-france
23,27 July 1997,0,39.236,,,0,1997,tour-de-france
1,11 July 1998,5.6,54.194,80,2,1,1998,tour-de-france
2,12 July 1998,180,40,2311,59,1,1998,tour-de-france
3,13 July 1998,205.5,35.722,2004,28,1,1998,tour-de-france
4,14 July 1998,169,47.47,2144,51,1,1998,tour-de-france
5,15 July 1998,252,43.382,2538,48,1,1998,tour-de-france
6,16 July 1998,227,42.72,1678,23,1,1998,tour-de-france
7,17 July 1998,210,41.239,3000,111,1,1998,tour-de-france
8,18 July 1998,58,46.144,1318,121,1,1998,tour-de-france
9,19 July 1998,189,40.368,2500,107,1,1998,tour-de-france
10,20 July 1998,210,39.232,2778,99,4,1998,tour-de-france
11,21 July 1998,196.5,33.718,5500,471,5,1998,tour-de-france
12,22 July 1998,170,32.335,5000,549,5,1998,tour-de-france
13,-1,-1,-1,-1,-1,-1,1998,tour-de-france
14,24 July 1998,206,48.88,2500,69,2,1998,tour-de-france
15,25 July 1998,191,42.014,1769,68,2,1998,tour-de-france
16,26 July 1998,185,40.977,3000,224,5,1998,tour-de-france
17,27 July 1998,189,32.989,6000,578,4,1998,tour-de-france
18,28 July 1998,204,36.023,5500,432,4,1998,tour-de-france
19,29 July 1998,149,,,,4,1998,tour-de-france
20,30 July 1998,218,44.573,3000,134,2,1998,tour-de-france
21,31 July 1998,238,46.03,2000,72,1,1998,tour-de-france
22,01 August 1998,53,49.791,790,58,1,1998,tour-de-france
23,02 August 1998,0,41.5116,,,0,1998,tour-de-france
1,03 July 1999,6.8,50.788,110,18,1,1999,tour-de-france
2,04 July 1999,208,42.12,1829,27,1,1999,tour-de-france
3,05 July 1999,176,46.82,936,10,1,1999,tour-de-france
4,06 July 1999,194.5,43.31,1506,30,1,1999,tour-de-france
5,07 July 1999,194.5,50.36,1158,16,1,1999,tour-de-france
6,08 July 1999,233.5,41.64,1924,28,1,1999,tour-de-france
7,09 July 1999,171.5,40.97,1542,22,1,1999,tour-de-france
8,10 July 1999,227,41.65,2347,55,1,1999,tour-de-france
9,11 July 1999,56.5,48.98,708,41,1,1999,tour-de-france
10,-1,-1,-1,-1,-1,-1,1999,tour-de-france
11,13 July 1999,215,36.116,5500,464,5,1999,tour-de-france
12,14 July 1999,218,32.496,5500,609,5,1999,tour-de-france
13,15 July 1999,199,43.569,2500,168,2,1999,tour-de-france
14,16 July 1999,197,40.227,4243,196,3,1999,tour-de-france
15,17 July 1999,237,40.312,4000,213,2,1999,tour-de-france
16,18 July 1999,189,40.794,2514,77,1,1999,tour-de-france
17,-1,-1,-1,-1,-1,-1,1999,tour-de-france
18,20 July 1999,174,32.644,5500,571,5,1999,tour-de-france
19,21 July 1999,192,36.327,4500,300,4,1999,tour-de-france
20,22 July 1999,199,45.49,1444,19,1,1999,tour-de-france
21,23 July 1999,182,42.372,1691,31,1,1999,tour-de-france
22,24 July 1999,57,50.09,543,16,1,1999,tour-de-france
23,25 July 1999,0,40.279,,,0,1999,tour-de-france
1,01 July 2000,16.5,51.969,205,0,1,2000,tour-de-france
2,02 July 2000,194,40.68,1383,24,1,2000,tour-de-france
3,03 July 2000,161.5,44.48,1331,22,1,2000,tour-de-france
4,04 July 2000,70,48.88,202,0,1,2000,tour-de-france
5,05 July 2000,202,46.78,2014,40,1,2000,tour-de-france
6,06 July 2000,198.5,44.424,1522,17,1,2000,tour-de-france
7,07 July 2000,205.5,39.56,1997,43,1,2000,tour-de-france
8,08 July 2000,203.5,46.562,2570,70,1,2000,tour-de-france
9,09 July 2000,181,40.357,1762,33,1,2000,tour-de-france
10,10 July 2000,205,33.29,5202,459,5,2000,tour-de-france
11,11 July 2000,218.5,42.873,2632,87,1,2000,tour-de-france
12,-1,-1,-1,-1,-1,-1,2000,tour-de-france
13,13 July 2000,149,35.034,3830,386,5,2000,tour-de-france
14,14 July 2000,185.5,45.796,2270,54,1,2000,tour-de-france
15,15 July 2000,249,31.372,6425,346,5,2000,tour-de-france
16,16 July 2000,173.5,31.096,5231,461,5,2000,tour-de-france
17,-1,-1,-1,-1,-1,-1,2000,tour-de-france
18,18 July 2000,196,35.386,4992,354,4,2000,tour-de-france
19,19 July 2000,155,45.392,2455,111,2,2000,tour-de-france
20,20 July 2000,246.5,40.163,2137,44,1,2000,tour-de-france
21,21 July 2000,58.5,53.986,235,4,1,2000,tour-de-france
22,22 July 2000,254.5,40.805,2404,41,1,2000,tour-de-france
23,23 July 2000,0,39.5586,,,0,2000,tour-de-france
1,07 July 2001,8.2,52.714,66,3,1,2001,tour-de-france
2,08 July 2001,194.5,39.526,1885,60,1,2001,tour-de-france
3,09 July 2001,220.5,47.972,1044,7,1,2001,tour-de-france
4,10 July 2001,198.5,43.383,2098,114,3,2001,tour-de-france
5,11 July 2001,215,40.589,2901,87,2,2001,tour-de-france
6,12 July 2001,67,49.3,731,33,3,2001,tour-de-france
7,13 July 2001,211.5,43.661,2541,75,2,2001,tour-de-france
8,14 July 2001,162,39.501,3300,213,2,2001,tour-de-france
9,15 July 2001,222.5,44.604,2250,133,2,2001,tour-de-france
10,16 July 2001,185,46.678,2500,157,2,2001,tour-de-france
11,17 July 2001,209,32.675,5864,431,5,2001,tour-de-france
12,18 July 2001,32,28.466,1863,327,5,2001,tour-de-france
13,-1,-1,-1,-1,-1,-1,2001,tour-de-france
14,20 July 2001,166,32.81,4000,414,5,2001,tour-de-france
15,21 July 2001,194,33.801,5500,599,5,2001,tour-de-france
16,22 July 2001,141.5,32.098,5174,547,5,2001,tour-de-france
17,-1,-1,-1,-1,-1,-1,2001,tour-de-france
18,24 July 2001,232.5,44.097,3300,108,1,2001,tour-de-france
19,25 July 2001,227.5,41.72,3500,188,3,2001,tour-de-france
20,26 July 2001,194,45.899,3000,123,3,2001,tour-de-france
21,27 July 2001,61,49.282,541,24,2,2001,tour-de-france
22,28 July 2001,149.5,46.61,1022,22,1,2001,tour-de-france
23,29 July 2001,0,39.9911,,,0,2001,tour-de-france
1,06 July 2002,7,45.99,207,33,1,2002,tour-de-france
2,07 July 2002,192.5,39.929,3000,165,3,2002,tour-de-france
3,08 July 2002,181,41.793,2860,99,1,2002,tour-de-france
4,09 July 2002,174.5,41.283,1351,21,1,2002,tour-de-france
5,10 July 2002,67.5,50.741,763,34,1,2002,tour-de-france
6,11 July 2002,195,46.14,1503,22,1,2002,tour-de-france
7,12 July 2002,199.5,45.493,2081,36,1,2002,tour-de-france
8,13 July 2002,176,42.083,2234,70,3,2002,tour-de-france
9,14 July 2002,217.5,47.135,2436,89,1,2002,tour-de-france
10,15 July 2002,52,50.067,616,24,1,2002,tour-de-france
11,-1,-1,-1,-1,-1,-1,2002,tour-de-france
12,17 July 2002,147,48.93,1183,54,1,2002,tour-de-france
13,18 July 2002,158,36.19,4000,393,5,2002,tour-de-france
14,19 July 2002,199.5,33.21,5000,557,5,2002,tour-de-france
15,20 July 2002,171,41.321,2180,62,2,2002,tour-de-france
16,21 July 2002,221,38.61,4000,380,5,2002,tour-de-france
17,-1,-1,-1,-1,-1,-1,2002,tour-de-france
18,23 July 2002,226.5,38.253,4619,281,5,2002,tour-de-france
19,24 July 2002,179.5,30.905,5161,370,5,2002,tour-de-france
20,25 July 2002,142,35.141,4000,382,4,2002,tour-de-france
21,26 July 2002,176.5,39.446,3814,193,2,2002,tour-de-france
22,27 July 2002,50,46.997,857,63,1,2002,tour-de-france
23,28 July 2002,0,39.8709,,,0,2002,tour-de-france
1,05 July 2003,6.5,52.47,184,15,1,2003,tour-de-france
2,06 July 2003,168,44.89,1476,31,2,2003,tour-de-france
3,07 July 2003,204.5,40.026,2461,73,2,2003,tour-de-france
4,08 July 2003,167.5,48.399,1605,32,1,2003,tour-de-france
5,09 July 2003,69,52.772,592,21,1,2003,tour-de-france
6,10 July 2003,196.5,47.201,2316,49,1,2003,tour-de-france
7,11 July 2003,230,44.72,2000,69,2,2003,tour-de-france
8,12 July 2003,230.5,37.782,4500,340,4,2003,tour-de-france
9,13 July 2003,219,36.755,5500,550,5,2003,tour-de-france
10,14 July 2003,184.5,36.656,4500,314,4,2003,tour-de-france
11,15 July 2003,219.5,42.546,2000,100,2,2003,tour-de-france
12,-1,-1,-1,-1,-1,-1,2003,tour-de-france
13,17 July 2003,153.5,43.951,1858,61,2,2003,tour-de-france
14,18 July 2003,47,48.178,712,49,2,2003,tour-de-france
15,19 July 2003,197.5,37.48,4000,496,5,2003,tour-de-france
16,20 July 2003,191.5,34.622,5000,498,4,2003,tour-de-france
17,21 July 2003,159.5,35.52,4500,564,5,2003,tour-de-france
18,-1,-1,-1,-1,-1,-1,2003,tour-de-france
19,23 July 2003,197.5,39.542,4000,243,4,2003,tour-de-france
20,24 July 2003,181,46.334,808,7,1,2003,tour-de-france
21,25 July 2003,202.5,49.94,1678,16,1,2003,tour-de-france
22,26 July 2003,49,54.361,395,12,1,2003,tour-de-france
23,27 July 2003,0,40.9403,,,0,2003,tour-de-france
1,03 July 2004,6.1,53.561,177,11,1,2004,tour-de-france
2,04 July 2004,202.5,43.318,2864,68,2,2004,tour-de-france
3,05 July 2004,197,45.699,1852,44,1,2004,tour-de-france
4,06 July 2004,210,45.528,1615,18,1,2004,tour-de-france
5,07 July 2004,64.5,53.713,653,11,1,2004,tour-de-france
6,08 July 2004,200.5,39.318,2026,37,1,2004,tour-de-france
7,09 July 2004,196,42.969,1398,19,1,2004,tour-de-france
8,10 July 2004,204.5,45.182,2306,52,1,2004,tour-de-france
9,11 July 2004,168,43.01,2306,70,3,2004,tour-de-france
10,-1,-1,-1,-1,-1,-1,2004,tour-de-france
11,13 July 2004,160.5,45.229,2000,96,1,2004,tour-de-france
12,14 July 2004,237,39.456,4500,258,3,2004,tour-de-france
13,15 July 2004,164,41.878,3248,175,2,2004,tour-de-france
14,16 July 2004,197.5,38.98,3867,344,5,2004,tour-de-france
15,17 July 2004,205.5,33.815,5500,560,5,2004,tour-de-france
16,18 July 2004,192.5,44.68,1808,38,1,2004,tour-de-france
17,-1,-1,-1,-1,-1,-1,2004,tour-de-france
18,20 July 2004,180.5,38.61,4818,367,3,2004,tour-de-france
19,21 July 2004,15.5,23.436,1384,249,5,2004,tour-de-france
20,22 July 2004,204.5,32.996,6000,505,4,2004,tour-de-france
21,23 July 2004,166.5,40.934,2500,167,2,2004,tour-de-france
22,24 July 2004,55,49.389,1042,89,3,2004,tour-de-france
23,25 July 2004,0,40.5534,,,0,2004,tour-de-france
1,02 July 2005,19,54.676,27,0,1,2005,tour-de-france
2,03 July 2005,182,47.167,432,1,1,2005,tour-de-france
3,04 July 2005,212,46.062,1465,19,1,2005,tour-de-france
4,05 July 2005,67.5,57.32,355,7,1,2005,tour-de-france
5,06 July 2005,183,48.584,1018,6,1,2005,tour-de-france
6,07 July 2005,199,47.219,1750,41,2,2005,tour-de-france
7,08 July 2005,228,45.037,1314,12,2,2005,tour-de-france
8,09 July 2005,231,45.607,2493,100,4,2005,tour-de-france
9,10 July 2005,171,41.32,2805,94,4,2005,tour-de-france
10,-1,-1,-1,-1,-1,-1,2005,tour-de-france
11,12 July 2005,181,37.373,4197,313,5,2005,tour-de-france
12,13 July 2005,173,36.088,4280,261,4,2005,tour-de-france
13,14 July 2005,187,43.14,3021,148,4,2005,tour-de-france
14,15 July 2005,174,46.767,1117,12,1,2005,tour-de-france
15,16 July 2005,174,30.374,4188,334,5,2005,tour-de-france
16,17 July 2005,206,33.712,5633,489,5,2005,tour-de-france
17,-1,-1,-1,-1,-1,-1,2005,tour-de-france
18,19 July 2005,181,38.971,3560,150,4,2005,tour-de-france
19,20 July 2005,240,42.19,2830,92,2,2005,tour-de-france
20,21 July 2005,189,40.85,2947,157,2,2005,tour-de-france
21,22 July 2005,154,43.367,2344,66,3,2005,tour-de-france
22,23 July 2005,55,45.982,806,50,2,2005,tour-de-france
23,24 July 2005,0,41.1594,,,0,2005,tour-de-france
1,01 July 2006,7.1,51.43,5,0,1,2006,tour-de-france
2,02 July 2006,184.5,44.28,913,5,1,2006,tour-de-france
3,03 July 2006,228.5,40.78,2679,65,2,2006,tour-de-france
4,04 July 2006,216.5,43.61,2423,66,3,2006,tour-de-france
5,05 July 2006,207,41.42,1736,20,1,2006,tour-de-france
6,06 July 2006,225,42.34,1595,22,1,2006,tour-de-france
7,07 July 2006,189,45.31,1378,18,1,2006,tour-de-france
8,08 July 2006,52,50.55,389,1,1,2006,tour-de-france
9,09 July 2006,181,42.87,1465,17,1,2006,tour-de-france
10,-1,-1,-1,-1,-1,-1,2006,tour-de-france
11,11 July 2006,169.5,47.21,326,0,1,2006,tour-de-france
12,12 July 2006,190.5,39.53,3595,174,4,2006,tour-de-france
13,13 July 2006,206.5,33.81,5721,307,5,2006,tour-de-france
14,14 July 2006,211.5,46.15,1750,30,2,2006,tour-de-france
15,15 July 2006,231,42.7,1647,18,2,2006,tour-de-france
16,16 July 2006,180.5,42.57,2644,76,2,2006,tour-de-france
17,-1,-1,-1,-1,-1,-1,2006,tour-de-france
18,18 July 2006,187,38.376,4442,335,5,2006,tour-de-france
19,19 July 2006,182,32.49,5456,393,5,2006,tour-de-france
20,20 July 2006,200.5,36.53,4356,308,4,2006,tour-de-france
21,21 July 2006,197,46.13,1751,47,2,2006,tour-de-france
22,22 July 2006,57,50.48,376,8,1,2006,tour-de-france
23,23 July 2006,0,40.79,0,0,0,2006,tour-de-france
1,07 July 2007,7.9,53.66,33,0,1,2007,tour-de-france
2,08 July 2007,203,43.65,1709,27,1,2007,tour-de-france
3,09 July 2007,168.5,44.27,337,0,1,2007,tour-de-france
4,10 July 2007,236.5,35.81,1397,12,1,2007,tour-de-france
5,11 July 2007,193,41.69,1652,34,1,2007,tour-de-france
6,12 July 2007,182.5,39.24,2703,88,2,2007,tour-de-france
7,13 July 2007,199.5,37.29,1484,20,1,2007,tour-de-france
8,14 July 2007,197.5,40.41,3250,199,4,2007,tour-de-france
9,15 July 2007,165,34.18,4933,344,5,2007,tour-de-france
10,-1,-1,-1,-1,-1,-1,2007,tour-de-france
11,17 July 2007,159.5,37.62,3458,247,4,2007,tour-de-france
12,18 July 2007,229.5,42.98,1917,44,2,2007,tour-de-france
13,19 July 2007,182.5,48.06,854,7,1,2007,tour-de-france
14,20 July 2007,178.5,40.33,2337,74,4,2007,tour-de-france
15,21 July 2007,54,47.79,533,26,2,2007,tour-de-france
16,22 July 2007,197,36.28,4370,371,5,2007,tour-de-france
17,23 July 2007,196,35.07,5445,369,4,2007,tour-de-france
18,-1,-1,-1,-1,-1,-1,2007,tour-de-france
19,25 July 2007,218.5,34.2,6031,453,5,2007,tour-de-france
20,26 July 2007,188.5,44.52,1734,44,2,2007,tour-de-france
21,27 July 2007,211,40.38,1938,32,2,2007,tour-de-france
22,28 July 2007,55.5,53.56,480,14,1,2007,tour-de-france
23,29 July 2007,0,39.2232,,,0,2007,tour-de-france
1,05 July 2008,197.5,42.92,2324,51,3,2008,tour-de-france
2,06 July 2008,164.5,43.82,1888,50,3,2008,tour-de-france
3,07 July 2008,208,40.858,1507,13,1,2008,tour-de-france
4,08 July 2008,29.5,49.12,338,9,1,2008,tour-de-france
5,09 July 2008,232,42.456,1299,10,1,2008,tour-de-france
